BOUND,DT,VMIN,VMAX,MARGIN,START,GOAL,OBSTACLES,OPTIMIZE,STATUS,TOTAL STEPS,LENGTH,BUILD TIME (ms),SOLVE TIME (ms),TOTAL TIME (ms),DATA POINTS
35.096,0.548,-0.643,0.643,1.12,"(0.0,0.0,3.65,3.65)","(31.446,31.446,35.096,35.096)","[(6.515,6.796,8.749,9.03),(22.346,3.768,24.395,5.817),(16.073,5.965,19.409,9.301),(23.759,2.019,26.163,4.423),(0.068,8.876,2.118,10.926),(2.99,3.114,5.021,5.145),(12.462,28.083,15.644,31.265),(29.646,30.544,32.754,33.652),(20.544,6.271,23.38,9.107),(10.903,2.747,14.32,6.164),(18.365,16.856,21.816,20.307),(17.03,22.692,20.412,26.074),(16.524,12.947,18.882,15.305),(28.304,13.868,30.663,16.227),(16.744,23.765,20.168,27.189)]",FALSE,,,,,,,
73.859,0.621,-0.864,0.864,1.328,"(0.0,0.0,5.539,5.539)","(68.32,68.32,73.859,73.859)","[(37.194,35.294,42.361,40.461),(14.248,63.518,21.114,70.384),(4.81,24.281,9.958,29.429),(32.95,34.877,37.482,39.409),(57.811,41.895,61.516,45.6),(55.062,67.066,59.565,71.569),(5.739,17.94,12.381,24.582),(58.38,7.652,62.198,11.47),(15.704,43.997,19.538,47.831),(14.352,6.58,20.773,13.001)]",TRUE,,,,,,,
217.466,0.894,-1.682,1.682,1.426,"(0.0,0.0,18.92,18.92)","(198.546,198.546,217.466,217.466)","[(61.404,66.878,81.865,87.339),(1.195,59.803,12.794,71.402),(158.736,141.945,176.772,159.981),(115.635,183.293,131.483,199.141),(2.905,52.545,20.329,69.969),(26.913,145.559,45.844,164.49),(148.979,175.717,160.095,186.833),(179.413,23.469,200.413,44.469),(20.718,155.394,34.227,168.903),(26.127,130.578,45.477,149.928),(135.887,154.658,156.441,175.212),(193.491,99.572,212.848,118.929),(77.424,35.792,90.348,48.716),(22.959,61.634,38.86,77.535)]",FALSE,,,,,,,
522.522,1.473,-3.419,3.419,2.043,"(0.0,0.0,37.622,37.622)","(484.9,484.9,522.522,522.522)","[(137.931,427.553,174.911,464.533),(341.212,328.735,368.486,356.009),(435.849,477.203,465.036,506.39),(52.8,456.981,96.007,500.188),(381.698,6.126,431.086,55.514),(199.331,94.823,233.688,129.18),(279.128,298.175,311.209,330.256),(132.546,470.912,181.743,520.109)]",FALSE,,,,,,,
553.998,1.533,-3.599,3.599,2.231,"(0.0,0.0,32.132,32.132)","(521.866,521.866,553.998,553.998)","[(342.05,275.599,389.719,323.268),(144.639,315.905,192.423,363.689),(229.701,248.696,267.123,286.118),(91.493,410.375,132.5,451.382),(23.573,108.769,52.153,137.349),(433.931,188.577,475.462,230.108),(82.639,376.363,136.563,430.287),(279.894,106.656,325.538,152.3),(353.452,314.461,381.599,342.608),(433.835,15.956,474.369,56.49),(186.744,419.452,232.56,465.268),(267.366,195.811,308.064,236.509),(190.29,166.782,236.953,213.445),(391.606,26.571,438.515,73.48)]",FALSE,,,,,,,
699.235,1.809,-4.426,4.426,2.519,"(0.0,0.0,46.849,46.849)","(652.386,652.386,699.235,699.235)","[(350.707,375.611,411.487,436.391),(256.906,599.236,317.212,659.542),(208.687,313.384,262.764,367.461),(169.634,380.612,227.602,438.58),(576.877,202.323,641.829,267.275),(566.233,58.163,628.805,120.735),(355.458,292.059,412.999,349.6),(265.187,425.609,322.774,483.196),(389.72,604.056,457.028,671.364),(552.818,376.097,601.592,424.871),(268.491,283.722,321.558,336.789),(368.848,110.258,412.654,154.064)]",TRUE,,,,,,,
681.842,1.776,-4.327,4.327,2.31,"(0.0,0.0,47.047,47.047)","(634.795,634.795,681.842,681.842)","[(223.604,8.178,270.256,54.83),(23.588,485.505,65.829,527.746),(477.434,614.294,520.955,657.815),(336.631,560.881,381.835,606.085),(118.979,287.162,180.243,348.426),(435.935,167.848,502.012,233.925),(449.112,459.356,508.998,519.242),(42.876,618.66,91.688,667.472),(639.718,149.51,675.659,185.451),(465.992,390.145,518.542,442.695),(591.13,551.764,644.573,605.207),(273.069,173.366,338.712,239.009)]",TRUE,,,,,,,
723.331,1.854,-4.563,4.563,2.581,"(0.0,0.0,67.993,67.993)","(655.338,655.338,723.331,723.331)","[(166.107,490.411,218.006,542.31),(441.488,467.497,489.484,515.493),(79.138,24.242,145.227,90.331),(259.291,224.449,322.01,287.168),(370.141,534.289,409.86,574.008),(210.853,39.57,263.581,92.298),(460.59,239.269,532.021,310.7),(313.734,348.303,383.755,418.324),(568.429,173.089,625.449,230.109)]",TRUE,,,,,,,
412.988,1.265,-2.796,2.796,1.785,"(0.0,0.0,50.798,50.798)","(362.19,362.19,412.988,412.988)","[(102.832,197.414,139.684,234.266),(135.358,102.753,162.264,129.659),(152.447,165.94,187.595,201.088),(34.782,304.557,58.631,328.406),(73.243,107.433,109.497,143.687),(54.144,326.917,95.433,368.206),(206.961,29.307,230.716,53.062),(146.187,183.601,177.247,214.661),(246.829,164.426,280.257,197.854)]",TRUE,,,,,,,
469.808,1.373,-3.119,3.119,2.107,"(0.0,0.0,49.33,49.33)","(420.478,420.478,469.808,469.808)","[(328.475,198.553,352.807,222.885),(9.792,112.454,45.114,147.776),(301.574,298.12,328.209,324.755),(400.427,424.428,440.794,464.795),(9.295,45.952,53.18,89.837),(31.617,421.569,71.563,461.515),(12.655,258.912,46.686,292.943),(425.406,408.255,468.178,451.027),(189.096,189.702,227.188,227.794),(69.33,69.495,98.207,98.372),(336.026,150.421,372.686,187.081)]",TRUE,,,,,,,
22.951,0.525,-0.574,0.574,1.212,"(0.0,0.0,2.157,2.157)","(20.794,20.794,22.951,22.951)","[(7.729,2.22,9.766,4.257),(11.571,20.769,12.781,21.979),(15.943,11.189,17.287,12.533),(5.911,16.307,7.584,17.98),(4.534,7.844,6.213,9.523),(5.024,17.79,6.53,19.296),(8.971,6.545,10.734,8.308),(11.571,16.317,13.759,18.505)]",TRUE,,,,,,,
208.091,0.876,-1.628,1.628,1.381,"(0.0,0.0,22.474,22.474)","(185.617,185.617,208.091,208.091)","[(97.652,100.915,115.83,119.093),(154.802,187.947,165.887,199.032),(9.1,83.074,26.529,100.503),(130.524,134.019,145.666,149.161),(8.341,48.919,25.388,65.966),(18.813,10.788,38.092,30.067),(15.172,176.297,27.828,188.953),(20.512,101.464,36.662,117.614),(122.075,119.67,140.334,137.929),(76.02,90.08,93.168,107.228),(129.566,9.43,142.447,22.311),(180.979,177.339,197.865,194.225)]",TRUE,,,,,,,
34.846,0.547,-0.642,0.642,1.065,"(0.0,0.0,2.579,2.579)","(32.267,32.267,34.846,34.846)","[(21.802,11.402,24.693,14.293),(30.602,31.61,33.059,34.067),(25.796,7.081,28.419,9.704),(25.787,2.349,28.34,4.902),(11.492,21.454,13.5,23.462),(18.188,24.178,20.647,26.637),(13.951,4.62,15.808,6.477),(26.941,28.937,29.217,31.213),(12.372,2.08,14.592,4.3),(27.808,9.872,30.232,12.296),(4.777,14.685,7.91,17.818),(31.571,11.547,34.493,14.469)]",FALSE,,,,,,,
245.159,0.947,-1.84,1.84,1.663,"(0.0,0.0,19.122,19.122)","(226.037,226.037,245.159,245.159)","[(142.142,54.326,156.788,68.972),(89.176,4.685,109.003,24.512),(142.415,140.012,158.707,156.304),(112.846,55.437,131.036,73.627),(56.943,108.681,79.886,131.624),(195.674,153.537,214.317,172.18),(114.79,57.365,138.019,80.594),(57.085,12.141,73.134,28.19),(9.958,35.512,34.418,59.972)]",TRUE,,,,,,,
353.904,1.153,-2.459,2.459,1.678,"(0.0,0.0,51.67,51.67)","(302.234,302.234,353.904,353.904)","[(75.39,291.94,110.731,327.281),(319.979,78.938,348.186,107.145),(285.2,15.959,316.555,47.314),(199.975,48.154,229.441,77.62),(256.688,27.254,284.344,54.91),(236.91,312.806,267.069,342.965),(215.099,270.569,238.171,293.641),(237.986,111.497,256.075,129.586),(239.02,285.949,257.465,304.394),(230.439,46.84,256.191,72.592),(175.867,142.179,204.979,171.291),(52.82,298.673,71.976,317.829)]",TRUE,,,,,,,
732.649,1.872,-4.616,4.616,2.481,"(0.0,0.0,53.483,53.483)","(679.166,679.166,732.649,732.649)","[(161.501,425.25,225.558,489.307),(450.851,583.76,505.543,638.452),(545.533,590.685,612.149,657.301),(485.002,564.384,548.733,628.115),(294.408,334.584,334.336,374.512),(470.525,526.541,521.883,577.899),(157.6,99.126,218.534,160.06),(306.441,572.206,365.476,631.241),(280.695,233.532,338.061,290.898),(292.497,578.57,337.838,623.911),(135.937,155.025,208.542,227.63)]",TRUE,,,,,,,
317.598,1.084,-2.252,2.252,1.671,"(0.0,0.0,35.889,35.889)","(281.709,281.709,317.598,317.598)","[(12.533,294.759,33.593,315.819),(179.299,224.914,198.808,244.423),(33.436,263.473,55.156,285.193),(119.462,178.935,149.554,209.027),(169.232,44.625,196.319,71.712),(240.556,48.269,257.898,65.611),(25.559,24.529,47.294,46.264),(288.566,32.391,312.389,56.214),(245.783,140.058,264.034,158.309),(297.208,31.491,317.536,51.819),(125.335,37.598,149.009,61.272),(68.511,194.304,89.872,215.665),(68.707,203.259,96.171,230.723)]",TRUE,,,,,,,
547.744,1.521,-3.563,3.563,2.235,"(0.0,0.0,28.483,28.483)","(519.261,519.261,547.744,547.744)","[(419.25,474.814,462.905,518.469),(128.226,396.264,181.382,449.42),(360.062,217.013,389.691,246.642),(2.973,11.55,56.753,65.33),(256.772,444.841,301.983,490.052),(346.064,256.291,376.529,286.756),(154.306,240.517,205.418,291.629),(49.092,118.257,90.296,159.461),(324.515,300.818,366.891,343.194),(238.438,326.847,274.959,363.368),(420.449,232.862,459.632,272.045),(65.231,325.952,95.483,356.204),(402.286,301.377,450.466,349.557)]",FALSE,,,,,,,
297.394,1.046,-2.137,2.137,1.575,"(0.0,0.0,16.951,16.951)","(280.443,280.443,297.394,297.394)","[(248.656,165.424,272.512,189.28),(104.572,53.05,125.533,74.011),(170.187,120.683,191.042,141.538),(25.951,18.896,51.256,44.201),(135.095,273.202,150.768,288.875),(0.182,172.113,24.818,196.749),(62.19,85.539,84.977,108.326),(257.591,83.494,284.574,110.477),(263.054,278.854,281.304,297.104),(25.209,241.058,40.128,255.977)]",FALSE,,,,,,,
361.262,1.167,-2.501,2.501,1.9,"(0.0,0.0,25.65,25.65)","(335.612,335.612,361.262,361.262)","[(96.371,42.645,115.429,61.703),(252.379,286.206,280.382,314.209),(256.133,240.785,275.857,260.509),(266.913,116.378,291.025,140.49),(72.958,153.374,101.98,182.396),(125.722,89.158,157.713,121.149),(211.67,167.431,233.764,189.525),(330.267,144.127,356.816,170.676)]",TRUE,,,,,,,
376.496,1.196,-2.588,2.588,1.811,"(0.0,0.0,35.391,35.391)","(341.105,341.105,376.496,376.496)","[(325.995,265.524,348.214,287.743),(23.221,328.039,54.083,358.901),(231.949,72.305,252.997,93.353),(159.385,157.72,184.388,182.723),(169.927,281.668,192.95,304.691),(1.991,96.827,23.908,118.744),(338.697,5.056,359.928,26.287),(132.551,97.924,164.974,130.347)]",FALSE,,,,,,,
389.699,1.221,-2.663,2.663,1.75,"(0.0,0.0,45.595,45.595)","(344.104,344.104,389.699,389.699)","[(290.334,132.977,321.031,163.674),(273.546,117.186,298.851,142.491),(211.989,243.775,246.684,278.47),(220.428,259.238,255.264,294.074),(13.133,235.509,47.752,270.128),(289.488,285.038,316.213,311.763),(226.215,13.684,257.533,45.002),(256.764,141.362,276.948,161.546),(198.359,98.33,226.354,126.325),(22.602,232.424,44.986,254.808),(270.964,44.136,292.72,65.892),(167.515,202.56,196.958,232.003)]",TRUE,,,,,,,
574.33,1.572,-3.715,3.715,2.256,"(0.0,0.0,29.291,29.291)","(545.039,545.039,574.33,574.33)","[(475.729,109.156,523.997,157.424),(486.831,86.036,535.088,134.293),(485.545,509.782,541.348,565.585),(184.55,92.515,216.514,124.479),(116.349,197.524,147.463,228.638),(508.657,191.833,539.178,222.354),(47.074,92.307,86.266,131.499),(363.138,10.506,410.945,58.313),(494.96,382.686,545.314,433.04),(371.488,37.062,428.446,94.02),(10.389,116.198,65.217,171.026),(27.108,166.463,63.023,202.378),(226.397,213.643,274.91,262.156)]",FALSE,,,,,,,
660.032,1.734,-4.203,4.203,2.249,"(0.0,0.0,74.584,74.584)","(585.448,585.448,660.032,660.032)","[(206.391,234.361,250.94,278.91),(379.623,258.989,445.335,324.701),(4.377,259.654,57.704,312.981),(102.875,443.626,160.775,501.526),(398.52,376.912,438.408,416.8),(21.476,100.618,81.867,161.009),(179.404,581.367,212.668,614.631),(288.542,454.639,333.373,499.47)]",FALSE,,,,,,,
583.67,1.589,-3.768,3.768,2.103,"(0.0,0.0,35.604,35.604)","(548.066,548.066,583.67,583.67)","[(181.924,120.233,226.909,165.218),(80.394,348.073,111.746,379.425),(317.525,466.29,365.483,514.248),(220.944,238.068,274.568,291.692),(266.487,223.363,306.687,263.563),(196.414,224.62,239.976,268.182),(45.247,303.189,92.364,350.306),(65.54,24.082,109.711,68.253),(211.705,502.585,260.361,551.241),(317.304,509.341,355.807,547.844),(17.533,122.654,68.56,173.681),(549.054,499.181,581.412,531.539),(437.385,75.216,487.095,124.926),(349.918,425.419,390.765,466.266),(499.908,208.019,557.944,266.055)]",TRUE,,,,,,,
188.296,0.839,-1.516,1.516,1.433,"(0.0,0.0,15.629,15.629)","(172.667,172.667,188.296,188.296)","[(59.412,125.18,69.991,135.759),(31.418,54.333,47.247,70.162),(153.62,13.74,168.256,28.376),(94.381,112.007,109.59,127.216),(5.019,10.212,15.29,20.483),(4.13,5.169,14.127,15.166),(9.031,158.674,19.615,169.258),(68.918,132.636,82.428,146.146),(19.323,102.245,29.468,112.39),(46.771,124.26,64.606,142.095),(70.686,161.159,82.318,172.791),(54.95,43.07,68.494,56.614)]",FALSE,,,,,,,
383.265,1.209,-2.626,2.626,1.903,"(0.0,0.0,57.106,57.106)","(326.159,326.159,383.265,383.265)","[(188.363,119.412,208.134,139.183),(49.634,291.039,83.92,325.325),(217.155,241.531,253.356,277.732),(170.112,321.925,195.813,347.626),(127.393,295.344,160.999,328.95),(362.266,348.745,381.487,367.966),(32.618,136.433,57.14,160.955),(334.396,114.126,359.973,139.703),(150.776,177.831,185.269,212.324),(261.489,334.189,283.872,356.572),(124.525,328.948,161.318,365.741),(308.64,296.443,343.039,330.842),(254.522,296.087,288.429,329.994),(31.167,233.566,55.564,257.963),(308.483,357.849,330.192,379.558)]",FALSE,,,,,,,
698.562,1.807,-4.422,4.422,2.552,"(0.0,0.0,34.928,34.928)","(663.634,663.634,698.562,698.562)","[(277.208,486.129,334.147,543.068),(466.439,454.858,516.057,504.476),(257.763,516.049,319.155,577.441),(153.267,567.186,216.949,630.868),(376.388,617.759,412.171,653.542),(486.138,513.083,554.716,581.661),(259.23,507.269,304.173,552.212),(127.645,155.143,166.328,193.826),(375.141,265.143,430.986,320.988),(442.508,415.546,509.353,482.391),(607.629,15.235,652.645,60.251),(570.368,414.378,615.911,459.921),(439.601,638.277,476.342,675.018),(625.496,624.907,689.794,689.205),(604.541,639.674,646.337,681.47)]",FALSE,,,,,,,
290.436,1.032,-2.097,2.097,1.586,"(0.0,0.0,21.492,21.492)","(268.944,268.944,290.436,290.436)","[(243.977,31.912,265.046,52.981),(58.424,139.008,86.365,166.949),(101.131,142.613,115.852,157.334),(84.219,129.14,109.185,154.106),(133.625,83.482,156.266,106.123),(138.757,41.487,166.678,69.408),(115.019,248.453,140.07,273.504),(126.682,39.421,143.4,56.139),(77.53,261.098,93.189,276.757),(89.951,140.836,105.867,156.752)]",FALSE,,,,,,,
509.639,1.449,-3.346,3.346,1.993,"(0.0,0.0,72.369,72.369)","(437.27,437.27,509.639,509.639)","[(166.989,381.278,206.903,421.192),(70.827,400.802,105.47,435.445),(355.169,38.428,397.236,80.495),(297.225,188.112,340.319,231.206),(235.084,248.719,261.633,275.268),(54.195,99.004,94.588,139.397),(119.309,112.924,166.616,160.231),(104.939,200.586,143.153,238.8)]",TRUE,,,,,,,
422.478,1.283,-2.85,2.85,1.791,"(0.0,0.0,56.612,56.612)","(365.866,365.866,422.478,422.478)","[(342.052,253.885,367.621,279.454),(326.897,383.4,361.456,417.959),(348.66,228.378,384.175,263.893),(102.857,245.327,136.242,278.712),(188.68,387.626,215.439,414.385),(376.48,66.061,410.93,100.511),(240.299,231.902,277.283,268.886),(219.475,224.75,257.196,262.471),(306.214,44.468,339.345,77.599),(161.254,385.916,183.785,408.447),(374.73,313.356,401.115,339.741),(268.783,120.033,293.73,144.98),(202.002,392.949,229.672,420.619)]",TRUE,,,,,,,
762.492,1.929,-4.786,4.786,2.54,"(0.0,0.0,113.611,113.611)","(648.881,648.881,762.492,762.492)","[(598.031,95.284,638.803,136.056),(5.537,332.935,44.374,371.772),(138.665,149.669,203.491,214.495),(657.051,274.775,727.897,345.621),(151.558,489.664,219.027,557.133),(112.858,421.879,162.744,471.765),(657.845,606.67,733.27,682.095),(455.131,539.221,525.708,609.798),(12.813,144.68,63.446,195.313),(304.036,453.52,357.622,507.106),(505.769,186.774,577.974,258.979),(437.097,505.357,491.156,559.416),(687.316,427.682,754.014,494.38),(358.352,131.809,422.186,195.643),(440.987,410.18,507.347,476.54)]",TRUE,,,,,,,
31.493,0.541,-0.622,0.622,1.237,"(0.0,0.0,2.771,2.771)","(28.722,28.722,31.493,31.493)","[(15.094,4.295,16.885,6.086),(2.294,23.877,3.963,25.546),(10.501,3.467,12.659,5.625),(24.629,18.35,27.71,21.431),(11.516,0.469,13.196,2.149),(9.378,8.832,11.827,11.281),(10.37,3.132,13.354,6.116),(15.203,18.997,17.901,21.695),(13.526,1.907,15.866,4.247),(6.558,23.089,8.601,25.132),(5.753,8.915,7.58,10.742),(6.928,4.947,9.582,7.601),(11.802,2.903,13.411,4.512),(23.27,16.951,26.025,19.706)]",TRUE,,,,,,,
271.667,0.997,-1.991,1.991,1.716,"(0.0,0.0,33.958,33.958)","(237.709,237.709,271.667,271.667)","[(85.285,193.338,100.753,208.806),(212.015,204.631,235.029,227.645),(137.69,83.246,161.888,107.444),(67.055,14.725,80.763,28.433),(95.102,169.473,113.959,188.33),(222.131,84.982,241.762,104.613),(151.077,62.687,177.88,89.49),(166.738,228.363,183.448,245.073),(127.943,96.882,150.578,119.517),(12.342,242.577,29.631,259.866),(103.625,4.755,120.797,21.927),(228.488,161.495,250.961,183.968),(220.307,230.52,234.264,244.477),(141.825,84.376,163.504,106.055)]",TRUE,,,,,,,
301.544,1.054,-2.161,2.161,1.748,"(0.0,0.0,35.884,35.884)","(265.66,265.66,301.544,301.544)","[(65.21,252.17,90.949,277.909),(130.877,67.253,151.07,87.446),(268.887,27.368,298.678,57.159),(21.674,42.315,43.042,63.683),(135.926,195.476,157.794,217.344),(191.402,78.426,209.706,96.73),(112.982,270.555,129.486,287.059),(112.877,255.053,143.022,285.198)]",FALSE,,,,,,,
749.565,1.904,-4.713,4.713,2.51,"(0.0,0.0,50.97,50.97)","(698.595,698.595,749.565,749.565)","[(337.963,413.631,389.121,464.789),(537.781,49.251,581.319,92.789),(507.379,137.151,578.627,208.399),(592.732,165.61,667.266,240.144),(308.548,142.645,364.679,198.776),(251.321,143.013,302.552,194.244),(604.023,430.285,665.309,491.571),(215.241,645.957,264.393,695.109)]",FALSE,,,,,,,
222.921,0.904,-1.713,1.713,1.531,"(0.0,0.0,23.853,23.853)","(199.068,199.068,222.921,222.921)","[(178.028,69.473,200.264,91.709),(148.644,57.264,164.199,72.819),(90.278,141.278,110.413,161.413),(159.985,59.836,179.564,79.415),(196.486,51.69,210.732,65.936),(134.361,78.849,154.378,98.866),(35.032,195.104,48.367,208.439),(40.045,28.09,60.602,48.647),(9.005,101.89,25.46,118.345),(123.419,139.495,134.879,150.955),(126.806,200.848,145.994,220.036),(157.357,36.799,174.703,54.145),(38.028,104.253,58.936,125.161),(57.209,74.333,70.993,88.117),(202.575,2.169,215.472,15.066)]",TRUE,,,,,,,
491.067,1.413,-3.24,3.24,2.069,"(0.0,0.0,27.991,27.991)","(463.076,463.076,491.067,491.067)","[(226.727,418.975,267.148,459.396),(68.062,259.537,109.534,301.009),(337.184,141.248,377.952,182.016),(175.762,264.45,217.736,306.424),(252.587,428.885,281.992,458.29),(159.943,256.309,193.623,289.989),(188.446,6.538,216.047,34.139),(117.207,407.977,158.757,449.527),(212.942,385.071,251.908,424.037)]",FALSE,,,,,,,
385.435,1.213,-2.639,2.639,1.899,"(0.0,0.0,23.126,23.126)","(362.309,362.309,385.435,385.435)","[(221.486,181.235,253.725,213.474),(280.155,342.074,311.735,373.654),(262.822,294.882,299.498,331.558),(63.718,180.502,91.498,208.282),(64.633,200.892,90.066,226.325),(62.172,155.047,95.219,188.094),(72.919,13.18,98.072,38.333),(198.91,20.817,236.398,58.305),(126.541,354.167,147.032,374.658),(164.97,50.222,187.873,73.125)]",TRUE,,,,,,,
150.813,0.767,-1.302,1.302,1.483,"(0.0,0.0,15.383,15.383)","(135.43,135.43,150.813,150.813)","[(89.389,84.598,100.182,95.391),(5.278,87.995,14.444,97.161),(13.942,81.284,24.791,92.133),(131.963,82.129,143.13,93.296),(49.153,11.969,57.643,20.459),(88.155,52.954,102.669,67.468),(132.293,78.862,146.984,93.553),(91.059,58.531,102.739,70.211)]",TRUE,,,,,,,
465.107,1.364,-3.092,3.092,2.024,"(0.0,0.0,39.069,39.069)","(426.038,426.038,465.107,465.107)","[(89.654,125.702,132.141,168.189),(236.526,223.102,275.266,261.842),(263.445,22.682,291.831,51.068),(151.029,376.283,190.924,416.178),(81.703,195.259,128.116,241.672),(174.404,37.979,210.154,73.729),(327.687,240.722,359.818,272.853),(354.073,59.708,377.546,83.181),(40.52,102.636,64.741,126.857),(163.908,32.268,190.465,58.825),(93.066,362.92,124.711,394.565)]",FALSE,,,,,,,
378.384,1.199,-2.598,2.598,1.713,"(0.0,0.0,53.731,53.731)","(324.653,324.653,378.384,378.384)","[(226.22,37.999,248.006,59.785),(62.612,75.166,89.533,102.087),(298.329,127.946,322.687,152.304),(295.28,340.255,326.715,371.69),(92.22,205.175,117.999,230.954),(298.084,274.29,335.843,312.049),(319.478,309.781,344.74,335.043),(335.6,178.351,365.727,208.478),(232.001,355.879,252.455,376.333),(291.668,2.551,324.665,35.548),(70.081,2.951,93.461,26.331),(72.708,285.756,93.812,306.86),(306.417,40.41,329.35,63.343),(2.822,212.924,25.72,235.822),(275.79,342.692,306.295,373.197)]",FALSE,,,,,,,
125.426,0.719,-1.157,1.157,1.257,"(0.0,0.0,14.926,14.926)","(110.5,110.5,125.426,125.426)","[(58.15,90.785,68.718,101.353),(8.247,12.437,16.831,21.021),(79.657,65.239,87.143,72.725),(94.315,61.323,105.357,72.365),(103.74,11.662,112.148,20.07),(17.843,66.58,28.647,77.384),(57.244,74.313,63.896,80.965),(6.013,24.436,16.255,34.678),(77.899,112.178,87.88,122.159),(67.307,19.564,73.875,26.132),(93.54,79.471,99.866,85.797),(79.906,68.419,90.45,78.963),(55.239,85.526,66.064,96.351)]",TRUE,,,,,,,
275.611,1.004,-2.013,2.013,1.551,"(0.0,0.0,22.6,22.6)","(253.011,253.011,275.611,275.611)","[(137.518,116.06,152.096,130.638),(248.316,217.693,274.449,243.826),(56.722,21.039,78.269,42.586),(6.122,252.017,27.17,273.065),(1.702,54.817,27.839,80.954),(240.111,88.403,257.987,106.279),(106.356,62.16,130.435,86.239),(38.385,203.55,60.767,225.932),(72.903,92.55,98.017,117.664),(129.184,200.667,151.466,222.949),(213.325,12.205,231.534,30.414),(172.784,173.135,186.721,187.072)]",TRUE,,,,,,,
